closure_row_id	phase3c_row_id	source_kind	source_file	obligation_classes	blocking_reason	target_disposition_path	disposition	v2_row_pointer	evidence	notes
P3F-CLOSURE-0159	BIN-COV-0050	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0159	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0050;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=UPSTREAM-P2;path=bin/riscv32-wch-elf-ld.bfd;closure_event=P3F-EVENT-1560;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0160	BIN-COV-0051	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0160	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0051;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=UPSTREAM-MATCHED;path=bin/riscv32-wch-elf-ld.bfd;closure_event=P3F-EVENT-1561;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0161	BIN-COV-0052	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0161	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0052;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=OURS;path=bin/riscv32-wch-elf-ld.bfd;closure_event=P3F-EVENT-1562;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0162	BIN-COV-0053	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0162	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0053;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=WCH;path=riscv32-wch-elf/bin/ld;closure_event=P3F-EVENT-1563;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0163	BIN-COV-0054	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0163	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0054;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=UPSTREAM-P2;path=riscv32-wch-elf/bin/ld;closure_event=P3F-EVENT-1564;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0164	BIN-COV-0055	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0164	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0055;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=UPSTREAM-MATCHED;path=riscv32-wch-elf/bin/ld;closure_event=P3F-EVENT-1565;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0165	BIN-COV-0056	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0165	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0056;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=OURS;path=riscv32-wch-elf/bin/ld;closure_event=P3F-EVENT-1566;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0166	BIN-COV-0057	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0166	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0057;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=WCH;path=riscv32-wch-elf/bin/ld.bfd;closure_event=P3F-EVENT-1567;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0167	BIN-COV-0058	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0167	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0058;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=UPSTREAM-P2;path=riscv32-wch-elf/bin/ld.bfd;closure_event=P3F-EVENT-1568;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0168	BIN-COV-0059	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0168	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0059;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=UPSTREAM-MATCHED;path=riscv32-wch-elf/bin/ld.bfd;closure_event=P3F-EVENT-1569;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0169	BIN-COV-0060	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0169	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0060;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-LD;side=OURS;path=riscv32-wch-elf/bin/ld.bfd;closure_event=P3F-EVENT-1570;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0170	BIN-COV-0061	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0170	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0061;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-NM;side=WCH;path=bin/riscv32-wch-elf-nm;closure_event=P3F-EVENT-1571;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0171	BIN-COV-0062	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0171	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0062;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-NM;side=UPSTREAM-P2;path=bin/riscv32-wch-elf-nm;closure_event=P3F-EVENT-1572;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0172	BIN-COV-0063	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0172	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0063;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-NM;side=UPSTREAM-MATCHED;path=bin/riscv32-wch-elf-nm;closure_event=P3F-EVENT-1573;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
P3F-CLOSURE-0173	BIN-COV-0064	HOST-MACHO-SEMANTIC-OBLIGATION	tmp/phase3c-evidence/binary-coverage-obligations.tsv	host-macho-semantic-obligation	Phase 3c semantic_status=UNRESOLVED	map the equivalent V2 functional code/data to a terminal canonical feature; then classify remaining pure host bytes out of gate	SUPERSEDED-BY-V2	tmp/phase3f-evidence/agents/binary-analysis/host-t5/closure-obligation-projection.tsv::P3F-CLOSURE-0173	tmp/phase3f-evidence/agents/binary-analysis/host-t5/obligation-supersession.tsv::BIN-COV-0064;tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/path-denominator-ledger.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/tiling-validation.tsv	group=BINUTILS-NM;side=OURS;path=bin/riscv32-wch-elf-nm;closure_event=P3F-EVENT-1574;The historical file-side semantic obligation is replaced by its exact path/side V2 obligation; all 1,340 V2 functional intervals are terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data).;Terminal feature mappings retain all target-facing GAP states; supersession does not assert host-binary byte equality.
